#
#   VizieR Astronomical Server vizier.u-strasbg.fr
#    Date: 2021-04-10T23:39:35 [V1.99+ (14-Oct-2013)]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	votable-version=1.99+ (14-Oct-2013)
#INFO	-ref=VIZ607236972d5731
#INFO	-out.max=1000
#INFO	queryParameters=18
#-oc.form=dec
#-out.max=1000
#-out.add=_r
#-out.add=_RAJ,_DEJ
#-sort=_r
#-order=I
#-nav=cat:J/MNRAS/419/2173&tab:{J/MNRAS/419/2173/table5b}&key:source=J/MNRAS/419/2173/table5b&HTTPPRM:&&-ref=VIZ607236972d5731&-out.max=1000&-out.form=HTML Table&-out.add=_r&-out.add=_RAJ,_DEJ&-sort=_r&-order=I&-oc.form=sexa&-out.src=J/MNRAS/419/2173/table5b&-out=Star&-out=m_Star&-out=Perm&-out=JD0&-out=JD1&-out=HJDm&-out=N&-out=Per&-out=e_Per&-meta.ucd=2&-meta=1&-meta.foot=1&-usenav=1&-bmark=POST&
#-out.src=J/MNRAS/419/2173/table5b
#-source=J/MNRAS/419/2173/table5b
#-out=Star
#-out=m_Star
#-out=Perm
#-out=JD0
#-out=JD1
#-out=HJDm
#-out=N
#-out=Per
#-out=e_Per
#

#RESOURCE=yCat_74192173
#Name: J/MNRAS/419/2173
#Title: Long-term photometry of M3 RR Lyrae (Jursik+, 2012)
#Table	J_MNRAS_419_2173_table5b:
#Name: J/MNRAS/419/2173/table5b
#Title: Temporal periods
#Column	Star	(A3)	Star number, <Cl* NGC 5272 Saw VNNN> in Simbad	[ucd=meta.id;meta.main]
#Column	m_Star	(A1)	[ab] Multiplicity index on Star	[ucd=meta.code.multip]
#Column	Perm	(F11.8)	Mean period	[ucd=time.period;stat.mean]
#Column	JD0	(F7.1)	Time interval, lower value (HJD-2400000)	[ucd=time.epoch]
#Column	JD1	(F7.1)	Time interval, upper value (HJD-2400000)	[ucd=time.epoch]
#Column	HJDm	(F9.1)	Mead HJD of observation	[ucd=time.epoch;obs]
#Column	N	(I4)	Number of observations	[ucd=meta.number]
#Column	Per	(F10.7)	Residual on period	[ucd=stat.fit.residual;time.period]
#Column	e_Per	(F10.7)	rms uncertainty on Per	[ucd=stat.error]
Star;m_Star;Perm;JD0;JD1;HJDm;N;Per;e_Per
043; ; 0.54049000;35223.4;38502.6;2436323.0;  79; 0.5404806; 0.0000032
043; ; 0.54049000;42838.5;44343.5;2443467.3; 117; 0.5403312; 0.0000034
043; ; 0.54049000;47276.3;49810.5;2448638.0; 289; 0.5404675; 0.0000011
043; ; 0.54049000;50622.7;54963.6;2453482.6; 664; 0.5405192; 0.0000002
044; ; 0.50640000;13372.5;15161.9;2414645.9;  50; 0.5063982; 0.0000027
044; ; 0.50640000;19479.8;24684.9;2423420.7; 316; 0.5062781; 0.0000014
044; ; 0.50640000;28963.4;34567.4;2432247.1; 240; 0.5063986; 0.0000005
044; ; 0.50640000;35223.4;38502.6;2436354.5; 108; 0.5063796; 0.0000014
044; ; 0.50640000;42838.5;44343.5;2443466.1; 116; 0.5064682; 0.0000035
044; ; 0.50640000;47276.3;49092.0;2448626.5; 234; 0.5065299; 0.0000035
044; ; 0.50640000;50622.7;54965.5;2454130.6; 878; 0.5064792; 0.0000005
045; ; 0.53689850;13372.5;15161.9;2414661.7;  48; 0.5368819; 0.0000019
045; ; 0.53689850;19479.8;24684.9;2423412.5; 315; 0.5369010; 0.0000006
045; ; 0.53689850;28963.4;34567.4;2432267.7; 232; 0.5368979; 0.0000003
045; ; 0.53689850;35223.4;38502.7;2436411.8; 108; 0.5368977; 0.0000008
045; ; 0.53689850;42838.5;44293.5;2443441.1; 105; 0.5369107; 0.0000031
045; ; 0.53689850;47276.3;49092.0;2448638.1; 232; 0.5369035; 0.0000007
045; ; 0.53689850;50622.7;54965.5;2453964.8; 948; 0.5369072; 0.0000001
046; ; 0.61337360;13372.5;15161.9;2414641.9;  49; 0.6133542; 0.0000033
046; ; 0.61337360;22729.5;24684.9;2423686.4; 289; 0.6133697; 0.0000012
046; ; 0.61337360;28963.4;34567.4;2433171.0; 155; 0.6133725; 0.0000007
046; ; 0.61337360;35223.4;38502.7;2436400.3; 106; 0.6133787; 0.0000023
046; ; 0.61337360;42838.5;44343.5;2443467.3; 117; 0.6133793; 0.0000026
046; ; 0.61337360;47276.3;49810.5;2448523.8; 293; 0.6133793; 0.0000009
046; ; 0.61337360;50622.7;54965.5;2453973.1; 765; 0.6133857; 0.0000001
047; ; 0.54097500;13372.5;15161.9;2414641.9;  49; 0.5410349; 0.0000029
047; ; 0.54097500;22729.5;24684.9;2423685.6; 281; 0.5410051; 0.0000011
047; ; 0.54097500;28963.4;34567.4;2432887.6; 131; 0.5409875; 0.0000009
047; ; 0.54097500;35223.4;38502.7;2436374.2; 109; 0.5410018; 0.0000017
047; ; 0.54097500;42838.5;44343.5;2443467.3; 117; 0.5409832; 0.0000039
047; ; 0.54097500;47276.3;49810.5;2448545.8; 284; 0.5408779; 0.0000017
047; ; 0.54097500;50622.7;54965.5;2454033.0; 831; 0.5409498; 0.0000004
048; ; 0.62782000;13372.5;15161.9;2414641.9;  49; 0.6277972; 0.0000046
048; ; 0.62782000;22729.5;24684.9;2423685.5; 289; 0.6278185; 0.0000013
048; ; 0.62782000;28963.4;34567.4;2433257.4; 169; 0.6278145; 0.0000007
048; ; 0.62782000;34826.3;38502.6;2436239.1; 258; 0.6278168; 0.0000014
048; ; 0.62782000;42838.5;44343.5;2443469.9; 114; 0.6278338; 0.0000035
048; ; 0.62782000;47276.3;49092.0;2448623.9; 232; 0.6278302; 0.0000008
048; ; 0.62782000;50622.7;54965.5;2454459.2; 840; 0.6278293; 0.0000002
049; ; 0.54821520;13372.5;15161.9;2414641.9;  49; 0.5482171; 0.0000034
049; ; 0.54821520;22729.5;24684.9;2423705.7; 293; 0.5482207; 0.0000009
049; ; 0.54821520;28963.4;34567.4;2433028.5; 143; 0.5482166; 0.0000004
049; ; 0.54821520;34826.3;38502.7;2436244.0; 270; 0.5482137; 0.0000009
049; ; 0.54821520;42838.5;44343.5;2443467.3; 117; 0.5482196; 0.0000030
049; ; 0.54821520;47276.3;49092.0;2448624.5; 233; 0.5482114; 0.0000010
049; ; 0.54821520;50622.7;54965.5;2454482.6; 849; 0.5482069; 0.0000002
051; ; 0.58397750;13372.5;15161.9;2414645.9;  50; 0.5839815; 0.0000030
051; ; 0.58397750;19479.8;24684.9;2423440.8; 312; 0.5839841; 0.0000008
051; ; 0.58397750;28963.4;34567.4;2432353.7; 254; 0.5839781; 0.0000003
051; ; 0.58397750;34826.3;38502.7;2436254.2; 269; 0.5839750; 0.0000010
051; ; 0.58397750;42838.5;44343.5;2443467.3; 117; 0.5839773; 0.0000052
051; ; 0.58397750;47276.3;49092.0;2448638.1; 232; 0.5839682; 0.0000011
051; ; 0.58397750;50162.4;54965.5;2453527.6;1098; 0.5839687; 0.0000001
052; ; 0.51622300;13372.5;15161.9;2414647.6;  46; 0.5162191; 0.0000014
052; ; 0.51622300;22729.5;24684.9;2423715.6; 282; 0.5161886; 0.0000008
052; ; 0.51622300;28963.4;34567.4;2433033.6; 125; 0.5162509; 0.0000004
052; ; 0.51622300;35223.4;38502.6;2436360.7; 104; 0.5162486; 0.0000022
052; ; 0.51622300;42838.5;44343.5;2443460.9; 114; 0.5162302; 0.0000034
052; ; 0.51622300;47276.3;49092.0;2448638.1; 232; 0.5162199; 0.0000013
052; ; 0.51622300;50162.4;54965.5;2453331.8;1133; 0.5162370; 0.0000001
053; ; 0.50488540;13372.5;15161.9;2414674.7;  47; 0.5048900; 0.0000010
053; ; 0.50488540;22455.4;24684.9;2423712.8; 292; 0.5048888; 0.0000004
053; ; 0.50488540;28963.4;34567.4;2432944.3; 128; 0.5048864; 0.0000003
053; ; 0.50488540;35223.4;38502.7;2436363.4; 103; 0.5048844; 0.0000007
053; ; 0.50488540;42838.5;44343.5;2443469.3; 116; 0.5048701; 0.0000035
053; ; 0.50488540;47276.3;50176.8;2449578.4; 225; 0.5048775; 0.0000005
053; ; 0.50488540;50896.5;54965.5;2453954.6; 912; 0.5048794; 0.0000001
054; ; 0.50631500;13372.5;15161.9;2414651.7;  47; 0.5062384; 0.0000046
054; ; 0.50631500;22729.5;24684.9;2423717.6; 283; 0.5063246; 0.0000010
054; ; 0.50631500;28963.4;30078.6;2429713.6;  32; 0.5063525; 0.0000054
054; ; 0.50631500;33390.4;34487.6;2433876.5;  79; 0.5063949; 0.0000026
054; ; 0.50631500;35223.4;35933.6;2435540.8;  57; 0.5063927; 0.0000068
054; ; 0.50631500;36991.4;38502.7;2437655.1;  38; 0.5063920; 0.0000076
054; ; 0.50631500;42838.5;44343.5;2443467.3; 117; 0.5062475; 0.0000046
054; ; 0.50631500;47276.3;49092.0;2448635.7; 232; 0.5062168; 0.0000010
054; ; 0.50631500;50622.7;54965.5;2453871.6; 915; 0.5062806; 0.0000002
055; ; 0.52981650;13372.5;15161.9;2414657.5;  49; 0.5298065; 0.0000020
055; ; 0.52981650;19479.8;24684.9;2423683.8; 403; 0.5298122; 0.0000002
055; ; 0.52981650;28963.4;34567.4;2432257.3; 239; 0.5298156; 0.0000002
055; ; 0.52981650;35223.4;38502.7;2436392.1; 108; 0.5298170; 0.0000004
055; ; 0.52981650;42838.5;44343.5;2443467.3; 117; 0.5298208; 0.0000018
055; ; 0.52981650;47276.3;49092.0;2448636.9; 232; 0.5298230; 0.0000008
055; ; 0.52981650;50622.7;54965.5;2454122.4; 918; 0.5298231; 0.0000001
056; ; 0.32959950;13372.5;15161.9;2414655.1;  48; 0.3296014; 0.0000016
056; ; 0.32959950;19479.8;24684.9;2423427.3; 314; 0.3295990; 0.0000003
056; ; 0.32959950;28963.4;34567.4;2432262.6; 242; 0.3295978; 0.0000002
056; ; 0.32959950;35223.4;38502.7;2436387.5; 109; 0.3295991; 0.0000006
056; ; 0.32959950;42838.5;44343.5;2443467.3; 117; 0.3296018; 0.0000010
056; ; 0.32959950;47276.3;49092.0;2448636.9; 232; 0.3295988; 0.0000004
056; ; 0.32959950;50622.7;54965.5;2453999.5; 920; 0.3296003; 0.0000001
057; ; 0.51221000;13372.5;15161.9;2414654.0;  46; 0.5122562; 0.0000026
057; ; 0.51221000;22729.5;24684.9;2423711.7; 283; 0.5122251; 0.0000005
057; ; 0.51221000;28963.4;34567.4;2433074.5; 145; 0.5122127; 0.0000003
057; ; 0.51221000;35223.4;38502.7;2436464.9;  97; 0.5122088; 0.0000020
057; ; 0.51221000;42838.5;44343.5;2443469.1; 116; 0.5122013; 0.0000012
057; ; 0.51221000;47276.3;49810.5;2448628.4; 287; 0.5121940; 0.0000006
057; ; 0.51221000;50622.7;54965.5;2454051.2; 806; 0.5121859; 0.0000001
058; ; 0.51707000;13372.5;15161.9;2414637.8;  48; 0.5174600; 0.0000010
058; ; 0.51707000;22729.5;24684.9;2423698.0; 292; 0.5171022; 0.0000005
058; ; 0.51707000;28963.4;34567.4;2432768.5; 120; 0.5170781; 0.0000004
058; ; 0.51707000;35223.4;38502.7;2436412.4; 104; 0.5170608; 0.0000011
058; ; 0.51707000;42838.5;44343.5;2443480.0; 111; 0.5170548; 0.0000025
058; ; 0.51707000;47276.3;49810.5;2448540.8; 279; 0.5170558; 0.0000006
058; ; 0.51707000;50622.7;54965.5;2454051.9; 763; 0.5170520; 0.0000001
059; ; 0.58881350;13372.5;15161.9;2414641.9;  49; 0.5888071; 0.0000018
059; ; 0.58881350;19479.8;24684.9;2423642.7; 371; 0.5888027; 0.0000005
059; ; 0.58881350;28963.4;34567.4;2432355.1; 254; 0.5888091; 0.0000003
059; ; 0.58881350;34826.3;38502.7;2436255.5; 269; 0.5888116; 0.0000014
059; ; 0.58881350;42838.5;44343.5;2443489.3; 106; 0.5888212; 0.0000024
059; ; 0.58881350;47276.3;49092.0;2448632.3; 233; 0.5888221; 0.0000005
059; ; 0.58881350;50162.4;54965.5;2453417.5;1144; 0.5888258; 0.0000001
060; ; 0.70772500;13372.5;15161.9;2414635.4;  49; 0.7077128; 0.0000021
060; ; 0.70772500;22455.4;24684.9;2423925.7; 386; 0.7077232; 0.0000013
060; ; 0.70772500;28963.4;34567.4;2433147.0; 155; 0.7077242; 0.0000008
060; ; 0.70772500;35223.4;38502.7;2436385.0; 104; 0.7077283; 0.0000029
060; ; 0.70772500;42838.5;44343.5;2443478.8; 111; 0.7077261; 0.0000021
060; ; 0.70772500;47276.3;49092.0;2448628.3; 231; 0.7077280; 0.0000011
060; ; 0.70772500;50622.7;54965.5;2454097.8; 936; 0.7077277; 0.0000002
061; ; 0.52091900;13372.5;15161.9;2414665.4;  49; 0.5209224; 0.0000029
061; ; 0.52091900;19479.8;24684.9;2423440.7; 315; 0.5209397; 0.0000005
061; ; 0.52091900;28963.4;34567.4;2432241.3; 242; 0.5209279; 0.0000003
061; ; 0.52091900;35223.4;38502.7;2436387.9; 109; 0.5209195; 0.0000010
061; ; 0.52091900;42838.5;44293.6;2443444.6; 114; 0.5209109; 0.0000009
061; ; 0.52091900;47276.3;49092.0;2448626.5; 234; 0.5208972; 0.0000010
061; ; 0.52091900;50162.4;54965.5;2453410.1;1060; 0.5208933; 0.0000002
062; ; 0.65241000;13372.5;15161.9;2414645.9;  50; 0.6524106; 0.0000030
062; ; 0.65241000;19479.8;24684.9;2423430.7; 317; 0.6524062; 0.0000012
062; ; 0.65241000;28963.4;34567.4;2432227.2; 240; 0.6524116; 0.0000005
062; ; 0.65241000;35223.4;38502.7;2436408.6; 108; 0.6524164; 0.0000025
062; ; 0.65241000;42838.5;44343.5;2443467.3; 117; 0.6524080; 0.0000026
062; ; 0.65241000;47276.3;49092.0;2448626.5; 234; 0.6524127; 0.0000009
062; ; 0.65241000;50162.4;54965.5;2453317.1;1024; 0.6524056; 0.0000001
063; ; 0.57041050;13372.5;15161.9;2414637.8;  48; 0.5704238; 0.0000016
063; ; 0.57041050;19479.8;24684.9;2423430.2; 321; 0.5704177; 0.0000005
063; ; 0.57041050;28963.4;34567.4;2432226.1; 237; 0.5704126; 0.0000003
063; ; 0.57041050;35223.4;38502.7;2436396.9; 106; 0.5704088; 0.0000011
063; ; 0.57041050;42838.5;44343.5;2443467.3; 117; 0.5704040; 0.0000029
063; ; 0.57041050;47276.3;49092.0;2448628.5; 231; 0.5704059; 0.0000011
063; ; 0.57041050;50162.4;54965.5;2453280.4; 991; 0.5703988; 0.0000001
064; ; 0.60545915;13372.5;15161.9;2414641.9;  49; 0.6054627; 0.0000022
064; ; 0.60545915;19479.8;24684.9;2423431.9; 316; 0.6054583; 0.0000005
064; ; 0.60545915;28963.4;34567.4;2432248.3; 240; 0.6054592; 0.0000004
064; ; 0.60545915;35223.4;38502.7;2436390.5; 106; 0.6054605; 0.0000018
064; ; 0.60545915;42838.5;44343.5;2443467.3; 117; 0.6054495; 0.0000045
064; ; 0.60545915;47276.3;49092.0;2448637.6; 231; 0.6054566; 0.0000008
064; ; 0.60545915;50162.4;54965.5;2453439.4; 981; 0.6054588; 0.0000001
065; ; 0.66834200;13372.5;15161.9;2414637.8;  48; 0.6683497; 0.0000045
065; ; 0.66834200;19479.8;24684.9;2423429.6; 325; 0.6683358; 0.0000006
065; ; 0.66834200;28963.4;34567.4;2432242.9; 242; 0.6683407; 0.0000004
065; ; 0.66834200;35223.4;38502.7;2436396.3; 107; 0.6683454; 0.0000014
065; ; 0.66834200;42838.5;44343.5;2443467.3; 117; 0.6683536; 0.0000031
065; ; 0.66834200;47276.3;49092.0;2448626.5; 234; 0.6683465; 0.0000005
065; ; 0.66834200;50162.4;54965.5;2453464.1;1024; 0.6683470; 0.0000001
066; ; 0.62018773;13372.5;15161.9;2414645.9;  50; 0.6202465; 0.0000062
066; ; 0.62018773;22455.4;24684.9;2423683.3; 283; 0.6201980; 0.0000013
066; ; 0.62018773;28963.4;34567.4;2433120.8; 152; 0.6201770; 0.0000010
066; ; 0.62018773;35223.4;38502.6;2436368.5; 108; 0.6201894; 0.0000016
066; ; 0.62018773;42838.5;44343.5;2443471.9; 116; 0.6201946; 0.0000051
066; ; 0.62018773;47276.3;49810.5;2448527.0; 296; 0.6201987; 0.0000013
066; ; 0.62018773;50162.4;54965.5;2453227.5;1061; 0.6201969; 0.0000003
067; ; 0.56835000;13372.5;15161.9;2414631.1;  48; 0.5683680; 0.0000023
067; ; 0.56835000;22729.5;24684.9;2423856.6; 349; 0.5683660; 0.0000009
067; ; 0.56835000;28963.4;34567.4;2432874.5; 194; 0.5683515; 0.0000004
067; ; 0.56835000;35223.4;38502.7;2436397.8; 109; 0.5683432; 0.0000012
067; ; 0.56835000;42838.5;44343.5;2443467.3; 117; 0.5683377; 0.0000036
067; ; 0.56835000;47276.3;49810.5;2448527.4; 295; 0.5683364; 0.0000008
067; ; 0.56835000;50162.4;54965.5;2453403.5;1167; 0.5683319; 0.0000002
068; ; 0.35597323;13372.5;15161.9;2414645.9;  50; 0.3559613; 0.0000031
068; ; 0.35597323;22455.4;24684.9;2423697.3; 298; 0.3559780; 0.0000016
068; ; 0.35597323;28963.4;34567.4;2433229.9; 170; 0.3559708; 0.0000009
068; ; 0.35597323;34826.3;38502.7;2436248.9; 270; 0.3559711; 0.0000015
068; ; 0.35597323;42838.5;44343.5;2443467.3; 117; 0.3559719; 0.0000042
068; ; 0.35597323;47276.3;49810.5;2448629.5; 286; 0.3559810; 0.0000019
068; ; 0.35597323;50162.4;54965.5;2453233.6;1144; 0.3559735; 0.0000003
069; ; 0.56659950;13372.5;15161.9;2414715.3;  45; 0.5665797; 0.0000016
069; ; 0.56659950;22729.5;24684.9;2423762.0; 249; 0.5665862; 0.0000007
069; ; 0.56659950;28963.4;34567.4;2432654.7; 104; 0.5665979; 0.0000008
069; ; 0.56659950;34834.4;37791.6;2436111.2; 147; 0.5666014; 0.0000020
069; ; 0.56659950;42838.5;44343.5;2443467.3; 117; 0.5666110; 0.0000020
069; ; 0.56659950;47276.3;49810.5;2448638.7; 287; 0.5666136; 0.0000006
069; ; 0.56659950;50162.4;54965.5;2453261.1;1038; 0.5666195; 0.0000002
070; ; 0.48611000;13372.5;15161.9;2414671.7;  49; 0.4861053; 0.0000045
070; ; 0.48611000;22455.4;24684.9;2423707.0; 297; 0.4860832; 0.0000017
070; ; 0.48611000;28991.4;30078.6;2429789.3;  29; 0.4860933; 0.0000042
070; ; 0.48611000;33034.5;34146.5;2433797.0;  86; 0.4860688; 0.0000059
070; ; 0.48611000;34453.3;36991.5;2435780.6; 233; 0.4861378; 0.0000035
070; ; 0.48611000;37018.4;38502.6;2437491.4;  48; 0.4861334; 0.0000060
070; ; 0.48611000;42838.5;44343.5;2443445.5; 114; 0.4860299; 0.0000048
070; ; 0.48611000;47553.5;49810.5;2448683.1; 275; 0.4860306; 0.0000020
070; ; 0.48611000;50162.4;54965.5;2453296.3;1076; 0.4861108; 0.0000001
071; ; 0.54905220;13372.5;15161.9;2414637.8;  48; 0.5490397; 0.0000026
071; ; 0.54905220;22455.4;24684.9;2423721.1; 270; 0.5490522; 0.0000010
071; ; 0.54905220;28963.4;34567.4;2433098.1; 149; 0.5490500; 0.0000008
071; ; 0.54905220;35223.4;38502.7;2436429.8;  95; 0.5490503; 0.0000010
071; ; 0.54905220;42838.5;44343.5;2443467.3; 117; 0.5490589; 0.0000022
071; ; 0.54905220;47276.3;49092.0;2448622.5; 232; 0.5490522; 0.0000006
071; ; 0.54905220;50622.7;54965.5;2454057.1; 849; 0.5490499; 0.0000001
072; ; 0.45607590;13372.5;15161.9;2414645.9;  50; 0.4560742; 0.0000014
072; ; 0.45607590;19479.8;24684.9;2423420.4; 316; 0.4560739; 0.0000003
072; ; 0.45607590;28963.4;34567.4;2432212.8; 238; 0.4560748; 0.0000001
072; ; 0.45607590;35223.4;38502.7;2436405.2; 105; 0.4560759; 0.0000010
072; ; 0.45607590;42838.5;44343.5;2443476.5; 114; 0.4560786; 0.0000010
072; ; 0.45607590;47553.5;50622.9;2448712.6; 227; 0.4560781; 0.0000004
072; ; 0.45607590;50920.7;54965.5;2454195.4; 878; 0.4560798; 0.0000001
073; ; 0.67348580;13372.5;15161.9;2414641.9;  49; 0.6734766; 0.0000102
073; ; 0.67348580;22455.4;24684.9;2423679.0; 281; 0.6735001; 0.0000041
073; ; 0.67348580;28963.4;34567.4;2432865.7; 129; 0.6734890; 0.0000033
073; ; 0.67348580;35223.4;38502.7;2436398.2; 108; 0.6734880; 0.0000052
073; ; 0.67348580;42838.5;44343.5;2443467.3; 117; 0.6734861; 0.0000106
073; ; 0.67348580;47276.3;49092.0;2448627.3; 223; 0.6735024; 0.0000036
073; ; 0.67348580;50622.7;54965.5;2454049.2; 781; 0.6734901; 0.0000004
074; ; 0.49214765;13372.5;15161.9;2414661.7;  48; 0.4921378; 0.0000031
074; ; 0.49214765;22729.5;24684.9;2423728.0; 273; 0.4921466; 0.0000007
074; ; 0.49214765;28963.4;34567.4;2433194.3; 163; 0.4921461; 0.0000002
074; ; 0.49214765;34826.3;38502.7;2436276.1; 257; 0.4921473; 0.0000005
074; ; 0.49214765;42838.5;44293.6;2443450.7; 114; 0.4921531; 0.0000011
074; ; 0.49214765;47276.3;49810.5;2448684.7; 276; 0.4921470; 0.0000008
074; ; 0.49214765;50162.4;54965.5;2453298.7;1070; 0.4921540; 0.0000001
075; ; 0.31407880;13372.5;15161.9;2414645.9;  50; 0.3140813; 0.0000013
075; ; 0.31407880;22455.4;24684.9;2423705.3; 296; 0.3140799; 0.0000004
075; ; 0.31407880;28963.4;34567.4;2433219.9; 168; 0.3140777; 0.0000003
075; ; 0.31407880;34826.3;38502.7;2436243.1; 262; 0.3140765; 0.0000006
075; ; 0.31407880;42838.5;44343.5;2443546.5; 102; 0.3140805; 0.0000012
075; ; 0.31407880;47553.5;49810.5;2448701.2; 275; 0.3140784; 0.0000003
075; ; 0.31407880;50162.4;54965.5;2453222.4;1019; 0.3140777; 0.0000001
076; ; 0.50175740;13372.5;15161.9;2414654.6;  46; 0.5017524; 0.0000009
076; ; 0.50175740;22729.6;24684.9;2423785.6; 215; 0.5017522; 0.0000010
076; ; 0.50175740;28963.4;34567.4;2432469.7;  92; 0.5017567; 0.0000003
076; ; 0.50175740;35223.4;38502.7;2436456.3;  88; 0.5017573; 0.0000007
076; ; 0.50175740;42838.5;44343.5;2443467.3; 117; 0.5017585; 0.0000030
076; ; 0.50175740;47276.3;49810.5;2448514.6; 286; 0.5017611; 0.0000004
076; ; 0.50175740;50622.7;54963.6;2453536.7; 508; 0.5017621; 0.0000001
077; ; 0.45934540;13372.5;15161.9;2414658.5;  47; 0.4593379; 0.0000033
077; ; 0.45934540;22455.4;24684.9;2423911.5; 286; 0.4593415; 0.0000004
077; ; 0.45934540;28963.4;34567.4;2432730.2; 111; 0.4593438; 0.0000003
077; ; 0.45934540;35223.4;38502.7;2436459.0;  98; 0.4593452; 0.0000006
077; ; 0.45934540;42838.5;44343.5;2443467.3; 117; 0.4593453; 0.0000018
077; ; 0.45934540;47276.3;49810.5;2448539.5; 277; 0.4593510; 0.0000004
077; ; 0.45934540;50622.7;54965.5;2453713.3; 776; 0.4593515; 0.0000001
078; ; 0.61192540;13372.5;15161.9;2414702.7;  46; 0.6119287; 0.0000068
078; ; 0.61192540;22455.4;24684.9;2423707.2; 282; 0.6119322; 0.0000009
078; ; 0.61192540;28963.4;34567.4;2432830.6; 112; 0.6119282; 0.0000010
078; ; 0.61192540;35223.4;38502.6;2436264.2;  86; 0.6119344; 0.0000022
078; ; 0.61192540;42838.5;44343.5;2443525.8;  84; 0.6119382; 0.0000049
078; ; 0.61192540;47553.5;49810.5;2448672.7; 280; 0.6119175; 0.0000015
078; ; 0.61192540;50622.7;54965.5;2453721.0; 955; 0.6119192; 0.0000002
080; ; 0.53837580;13372.5;15161.9;2414641.9;  49; 0.5385425; 0.0000029
080; ; 0.53837580;19479.8;24684.9;2423422.7; 319; 0.5385071; 0.0000005
080; ; 0.53837580;28963.4;31995.8;2430157.3; 107; 0.5385110; 0.0000013
080; ; 0.53837580;32682.7;35227.6;2434067.1; 135; 0.5384655; 0.0000022
080; ; 0.53837580;35598.5;37058.6;2436122.9;  57; 0.5383510; 0.0000049
080; ; 0.53837580;37757.5;39944.7;2438700.2;  37; 0.5384724; 0.0000029
080; ; 0.53837580;42838.5;44343.5;2443469.1; 116; 0.5383684; 0.0000020
080; ; 0.53837580;47276.3;49092.0;2448621.4; 230; 0.5384006; 0.0000013
080; ; 0.53837580;50622.7;54965.5;2454118.4; 855; 0.5383568; 0.0000001
081; ; 0.52911390;13372.5;15161.9;2414665.4;  49; 0.5291011; 0.0000038
081; ; 0.52911390;19479.8;24684.9;2423421.9; 320; 0.5291102; 0.0000003
081; ; 0.52911390;28963.4;34567.4;2432239.1; 239; 0.5291115; 0.0000002
081; ; 0.52911390;35223.4;38502.7;2436396.6; 103; 0.5291153; 0.0000012
081; ; 0.52911390;42838.5;44343.5;2443467.3; 117; 0.5291109; 0.0000039
081; ; 0.52911390;47276.4;49092.0;2448678.0; 225; 0.5291175; 0.0000008
081; ; 0.52911390;50622.7;54965.5;2453994.0; 849; 0.5291204; 0.0000001
082; ; 0.52451310;13372.5;15161.9;2414624.7;  46; 0.5245032; 0.0000026
082; ; 0.52451310;22729.5;24684.9;2423699.6; 285; 0.5245048; 0.0000004
082; ; 0.52451310;28963.4;34567.4;2432976.0; 141; 0.5245130; 0.0000004
082; ; 0.52451310;34826.3;38502.7;2436249.4; 269; 0.5245175; 0.0000005
082; ; 0.52451310;42838.5;44343.5;2443467.3; 117; 0.5245217; 0.0000021
082; ; 0.52451310;47276.3;51288.0;2448980.3; 266; 0.5245306; 0.0000003
083; ; 0.50124950;13372.5;15161.9;2414645.9;  50; 0.5012323; 0.0000014
083; ; 0.50124950;19479.8;24684.9;2423716.6; 415; 0.5012386; 0.0000002
083; ; 0.50124950;28963.4;34567.4;2432244.5; 237; 0.5012476; 0.0000002
083; ; 0.50124950;35223.4;38502.7;2436409.6; 107; 0.5012511; 0.0000004
083; ; 0.50124950;42838.5;44343.5;2443469.1; 116; 0.5012636; 0.0000021
083; ; 0.50124950;47276.3;49092.0;2448626.5; 234; 0.5012610; 0.0000010
083; ; 0.50124950;50622.7;54965.5;2454232.4; 865; 0.5012663; 0.0000001
084; ; 0.59572885;13372.5;15161.9;2414645.9;  50; 0.5957301; 0.0000016
084; ; 0.59572885;22455.4;24684.9;2423703.6; 290; 0.5957293; 0.0000012
084; ; 0.59572885;28963.4;34567.4;2433209.0; 166; 0.5957270; 0.0000007
084; ; 0.59572885;34826.3;38502.7;2436267.1; 259; 0.5957299; 0.0000008
084; ; 0.59572885;42838.5;44343.5;2443467.3; 117; 0.5957283; 0.0000023
084; ; 0.59572885;47276.3;49810.5;2448629.2; 289; 0.5957283; 0.0000007
084; ; 0.59572885;50162.4;54965.5;2453138.4;1096; 0.5957282; 0.0000001
085; ; 0.35582000;13372.5;15161.9;2414641.9;  49; 0.3558154; 0.0000020
085; ; 0.35582000;19479.8;24684.9;2423436.8; 320; 0.3558239; 0.0000002
085; ; 0.35582000;28963.4;34567.4;2432266.7; 240; 0.3558191; 0.0000003
085; ; 0.35582000;35223.4;38502.7;2436381.7; 108; 0.3558171; 0.0000007
085; ; 0.35582000;42838.5;44343.5;2443467.3; 117; 0.3558227; 0.0000012
085; ; 0.35582000;47553.5;49092.0;2448680.5; 225; 0.3558213; 0.0000006
085; ; 0.35582000;50622.7;54965.5;2454019.5; 787; 0.3558153; 0.0000001
086; ; 0.29265900;13372.5;15161.9;2414645.9;  50; 0.2926634; 0.0000011
086; ; 0.29265900;19479.8;24684.9;2423428.2; 316; 0.2926635; 0.0000002
